theory,host,defect,cdir,nelect,F,E0,conv
pbesol,CdTe,P_i+P_i,Charged+2,1952,-.60609404E+03,-.60609404E+03,1
pbesol,CdTe,P_i+P_i,Charged-1,1955,-.59804603E+03,-.59803192E+03,1
pbesol,CdTe,P_i+P_i,Charged-2,1956,-.59514532E+03,-.59514532E+03,1
pbesol,CdTe,P_i+P_i,Neutral,1954.0000,-.60083927E+03,-.60082443E+03,1
pbesol,CdTe,P_i+Te_i,Charged+1,1954,-.60137242E+03,-.60137242E+03,1
pbesol,CdTe,P_i+Te_i,Charged+2,1953,-.60362285E+03,-.60359633E+03,1
pbesol,CdTe,P_i+Te_i,Charged-1,1956,-.59564793E+03,-.59564793E+03,1
pbesol,CdTe,P_i+Te_i,Charged-2,1957,-.59226168E+03,-.59226165E+03,1
pbesol,CdTe,P_i+Te_i,Neutral,1955.0000,-.59853642E+03,-.59852232E+03,1
pbesol,CdTe,Sb_Te,Charged+1,1942,-.59387895E+03,-.59384039E+03,1
pbesol,CdTe,Sb_Te,Charged+2,1941,-.59606139E+03,-.59601907E+03,1
pbesol,CdTe,Sb_Te,Charged-1,1944,-.58940442E+03,-.58940442E+03,1
pbesol,CdTe,Sb_Te,Charged-2,1945,-.58665833E+03,-.58664423E+03,1
pbesol,CdTe,Sb_Te,Neutral,1943.0000,-.59166759E+03,-.59164109E+03,1
pbesol,CdTe,Sb_Te+Cl_Te,Charged+1,1943,-.59330557E+03,-.59328124E+03,1
pbesol,CdTe,Sb_Te+Cl_Te,Charged+2,1942,-.59546146E+03,-.59542537E+03,1
pbesol,CdTe,Sb_Te+Cl_Te,Charged-1,1945,-.58839938E+03,-.58838528E+03,1
pbesol,CdTe,Sb_Te+Cl_Te,Charged-2,1946,-.58564040E+03,-.58564040E+03,1
pbesol,CdTe,Sb_Te+Cl_Te,Neutral,1944.0000,-.59110579E+03,-.59110579E+03,1
pbesol,CdTe,Sb_Te+Cl_i,Charged+1,1949,-.59677296E+03,-.59674948E+03,1
pbesol,CdTe,Sb_Te+Cl_i,Charged+2,1948,-.59897236E+03,-.59893870E+03,1
pbesol,CdTe,Sb_Te+Cl_i,Charged-1,1951,-.59099892E+03,-.59099891E+03,1
pbesol,CdTe,Sb_Te+Cl_i,Charged-2,1952,-.58843265E+03,-.58843265E+03,1
pbesol,CdTe,Sb_Te+Cl_i,Neutral,1950.0000,-.59453106E+03,-.59453106E+03,1
pbesol,CdTe,Sb_Te+O_Te,Charged+1,1942,-.59582602E+03,-.59579359E+03,1
pbesol,CdTe,Sb_Te+O_Te,Charged+2,1941,-.59795307E+03,-.59791653E+03,1
pbesol,CdTe,Sb_Te+O_Te,Charged-1,1944,-.59144163E+03,-.59144163E+03,1
pbesol,CdTe,Sb_Te+O_Te,Charged-2,1945,-.58884376E+03,-.58882965E+03,1
pbesol,CdTe,Sb_Te+O_Te,Neutral,1943.0000,-.59366628E+03,-.59364410E+03,1
pbesol,CdTe,Sb_Te+O_i,Charged+1,1948,-.60074430E+03,-.60074430E+03,1
pbesol,CdTe,Sb_Te+O_i,Charged+2,1947,-.60294570E+03,-.60292165E+03,1
pbesol,CdTe,Sb_Te+O_i,Charged-1,1950,-.59524455E+03,-.59524401E+03,1
pbesol,CdTe,Sb_Te+O_i,Charged-2,1951,-.59248131E+03,-.59246721E+03,1
pbesol,CdTe,Sb_Te+O_i,Neutral,1949.0000,-.59796701E+03,-.59796700E+03,1
pbesol,CdTe,Sb_Te+Sb_i,Charged+1,1947,-.59764188E+03,-.59762777E+03,1
pbesol,CdTe,Sb_Te+Sb_i,Charged+2,1946,-.60043615E+03,-.60043615E+03,1
pbesol,CdTe,Sb_Te+Sb_i,Charged-1,1949,-.59181819E+03,-.59180474E+03,1
pbesol,CdTe,Sb_Te+Sb_i,Charged-2,1950,-.58889330E+03,-.58889330E+03,1
pbesol,CdTe,Sb_Te+Sb_i,Neutral,1948.0000,-.59467379E+03,-.59467191E+03,1
pbesol,CdTe,Sb_i,Charged+1,1948,-.59669339E+03,-.59669339E+03,1
pbesol,CdTe,Sb_i,Charged+2,1947,-.59953374E+03,-.59951964E+03,1
pbesol,CdTe,Sb_i,Charged-1,1950,-.59144022E+03,-.59142612E+03,1
pbesol,CdTe,Sb_i,Charged-2,1951,-.58745845E+03,-.58745845E+03,1
pbesol,CdTe,Sb_i,Neutral,1949.0000,-.59411793E+03,-.59410383E+03,1
pbesol,CdTe,Sb_i+Sb_i,Charged+1,1953,-.60065344E+03,-.60064915E+03,1
pbesol,CdTe,Sb_i+Sb_i,Charged+2,1952,-.60386720E+03,-.60386720E+03,1
pbesol,CdTe,Sb_i+Sb_i,Charged-1,1955,-.59524182E+03,-.59524148E+03,1
pbesol,CdTe,Sb_i+Sb_i,Charged-2,1956,-.59220002E+03,-.59220002E+03,1
pbesol,CdTe,Sb_i+Sb_i,Neutral,1954.0000,-.59809422E+03,-.59809422E+03,1
pbesol,CdTe,Sb_i+Te_i,Charged+1,1954,-.60029163E+03,-.60029163E+03,1
pbesol,CdTe,Sb_i+Te_i,Charged+2,1953,-.60256181E+03,-.60253510E+03,1
pbesol,CdTe,Sb_i+Te_i,Charged-1,1956,-.59451486E+03,-.59451486E+03,1
pbesol,CdTe,Sb_i+Te_i,Charged-2,1957,-.59090027E+03,-.59089991E+03,1
pbesol,CdTe,Sb_i+Te_i,Neutral,1955.0000,-.59742931E+03,-.59741521E+03,1
pbesol,CdTe,Te_Cd,Charged+1,1949,-.59004825E+03,-.59003415E+03,1
pbesol,CdTe,Te_Cd,Charged+2,1948,-.59280168E+03,-.59280168E+03,1
pbesol,CdTe,Te_Cd,Charged-1,1951,-.58419387E+03,-.58419387E+03,1
pbesol,CdTe,Te_Cd,Charged-2,1952,-.58109666E+03,-.58109666E+03,1
pbesol,CdTe,Te_Cd,Neutral,1950.0000,-.58724137E+03,-.58724137E+03,1
pbesol,CdTe,Te_Cd+Cd_i,Charged+1,1961,-.59074300E+03,-.59072889E+03,1
pbesol,CdTe,Te_Cd+Cd_i,Charged+2,1960,-.59351002E+03,-.59351002E+03,1
pbesol,CdTe,Te_Cd+Cd_i,Charged-1,1963,-.58490861E+03,-.58490851E+03,1
pbesol,CdTe,Te_Cd+Cd_i,Charged-2,1964,-.58182846E+03,-.58182844E+03,1
pbesol,CdTe,Te_Cd+Cd_i,Neutral,1962.0000,-.58792203E+03,-.58792203E+03,1
pbesol,CdTe,Te_i,Charged+1,1949,-.59645595E+03,-.59643947E+03,1
pbesol,CdTe,Te_i,Charged+2,1948,-.59867238E+03,-.59863878E+03,1
pbesol,CdTe,Te_i,Charged-1,1951,-.59135398E+03,-.59133987E+03,1
pbesol,CdTe,Te_i,Charged-2,1952,-.58850766E+03,-.58850766E+03,1
pbesol,CdTe,Te_i,Neutral,1950.0000,-.59414665E+03,-.59414665E+03,1
pbesol,CdTe,V_Cd,Charged+1,1931,-.59083298E+03,-.59079067E+03,1
pbesol,CdTe,V_Cd,Charged+2,1930,-.59296241E+03,-.59292385E+03,1
pbesol,CdTe,V_Cd,Charged-1,1933,-.58650100E+03,-.58647451E+03,1
pbesol,CdTe,V_Cd,Charged-2,1934,-.58427836E+03,-.58427836E+03,1
pbesol,CdTe,V_Cd,Neutral,1932.0000,-.58868045E+03,-.58864189E+03,1
pbesol,CdTe,V_Cd+Cd_Te,Charged+1,1925,-.59193341E+03,-.59190823E+03,1
pbesol,CdTe,V_Cd+Cd_Te,Charged+2,1924,-.59411538E+03,-.59407850E+03,1
pbesol,CdTe,V_Cd+Cd_Te,Charged-1,1927,-.58712670E+03,-.58712669E+03,1
pbesol,CdTe,V_Cd+Cd_Te,Charged-2,1928,-.58462268E+03,-.58462268E+03,1
pbesol,CdTe,V_Cd+Cd_Te,Neutral,1926.0000,-.58971329E+03,-.58971329E+03,1
pbesol,CdTe,V_Cd+Te_Cd,Charged+1,1937,-.58735534E+03,-.58733024E+03,1
pbesol,CdTe,V_Cd+Te_Cd,Charged+2,1936,-.58947824E+03,-.58944121E+03,1
pbesol,CdTe,V_Cd+Te_Cd,Charged-1,1939,-.58244096E+03,-.58242685E+03,1
pbesol,CdTe,V_Cd+Te_Cd,Charged-2,1940,-.57963670E+03,-.57963670E+03,1
pbesol,CdTe,V_Cd+Te_Cd,Neutral,1938.0000,-.58519175E+03,-.58519175E+03,1
pbesol,CdTe,V_Te,Charged+1,1937,-.58841126E+03,-.58838585E+03,1
pbesol,CdTe,V_Te,Charged+2,1936,-.59051433E+03,-.59047794E+03,1
pbesol,CdTe,V_Te,Charged-1,1939,-.58349210E+03,-.58347800E+03,1
pbesol,CdTe,V_Te,Charged-2,1940,-.58065426E+03,-.58065426E+03,1
pbesol,CdTe,V_Te,Neutral,1938.0000,-.58627651E+03,-.58627651E+03,1
pbesol,CdTe,V_Te+Cd_Te,Charged+1,1931,-.58897421E+03,-.58897419E+03,1
pbesol,CdTe,V_Te+Cd_Te,Charged+2,1930,-.59112486E+03,-.59109839E+03,1
pbesol,CdTe,V_Te+Cd_Te,Charged-1,1933,-.58387090E+03,-.58385680E+03,1
pbesol,CdTe,V_Te+Cd_Te,Charged-2,1934,-.58097820E+03,-.58097820E+03,1
pbesol,CdTe,V_Te+Cd_Te,Neutral,1932.0000,-.58671061E+03,-.58671061E+03,1
pbesol,CdTe,V_Te+Te_i,Charged+1,1943,-.59437898E+03,-.59435248E+03,1
pbesol,CdTe,V_Te+Te_i,Charged+2,1942,-.59653404E+03,-.59649547E+03,1
pbesol,CdTe,V_Te+Te_i,Charged-1,1945,-.58945098E+03,-.58943687E+03,1
pbesol,CdTe,V_Te+Te_i,Charged-2,1946,-.58665684E+03,-.58665684E+03,1
pbesol,CdTe,V_Te+Te_i,Neutral,1944.0000,-.59219138E+03,-.59219138E+03,1
pbesol,chem_pot,CompetingPhases,As,120.0000,-.40661417E+02,-.40660670E+02,1
pbesol,chem_pot,CompetingPhases,As2O5,240.0000,-.17779861E+03,-.17779861E+03,1
pbesol,chem_pot,CompetingPhases,As2Se3,192.0000,-.89092537E+02,-.89092537E+02,1
pbesol,chem_pot,CompetingPhases,AsCl3,144.0000,-.55390365E+02,-.55390365E+02,1
pbesol,chem_pot,CompetingPhases,AsCl3O,168.0000,-.78690607E+02,-.78690607E+02,1
pbesol,chem_pot,CompetingPhases,Bi,90.0000,-.25857360E+02,-.25857360E+02,1
pbesol,chem_pot,CompetingPhases,Bi2Se3O9,408.0000,-.32642645E+03,-.32642645E+03,1
pbesol,chem_pot,CompetingPhases,Bi2Te2SeO10,432.0000,-.35129928E+03,-.35129928E+03,1
pbesol,chem_pot,CompetingPhases,Bi2Te7Cl8,256.0000,-.11643433E+03,-.11643433E+03,1
pbesol,chem_pot,CompetingPhases,Bi2TeO2,96.0000,-.54612196E+02,-.54611816E+02,1
pbesol,chem_pot,CompetingPhases,Bi3ClO4,152.0000,-.92108565E+02,-.92108565E+02,1
pbesol,chem_pot,CompetingPhases,BiCl3,144.0000,-.56237700E+02,-.56237700E+02,1
pbesol,chem_pot,CompetingPhases,BiO2,216.0000,-.14308965E+03,-.14308965E+03,1
pbesol,chem_pot,CompetingPhases,BiSeCl,112.0000,-.48377332E+02,-.48377332E+02,1
pbesol,chem_pot,CompetingPhases,Cd,24.0000,-.24136511E+01,-.24134620E+01,1
pbesol,chem_pot,CompetingPhases,Cd108Se12Te96,1944.0000,-.59947887E+03,-.59947887E+03,1
pbesol,chem_pot,CompetingPhases,Cd108Se21Te87,1944.0000,-.60526581E+03,-.60526581E+03,1
pbesol,chem_pot,CompetingPhases,Cd108Se27Te81,1944.0000,-.60905537E+03,-.60905537E+03,1
pbesol,chem_pot,CompetingPhases,Cd108Se6Te102,1944.0000,-.59568811E+03,-.59568811E+03,1
pbesol,chem_pot,CompetingPhases,Cd2Te2O7,312.0000,-.23303673E+03,-.23303673E+03,1
pbesol,chem_pot,CompetingPhases,Cd3As2,,-.45025270E+03,-.45024877E+03,1
pbesol,chem_pot,CompetingPhases,Cd3AsCl3,288.0000,-.78399074E+02,-.78399074E+02,1
pbesol,chem_pot,CompetingPhases,Cd3N2,736.0000,-.29229391E+03,-.29229195E+03,1
pbesol,chem_pot,CompetingPhases,Cd3P2,368.0000,-.12207722E+03,-.12207627E+03,1
pbesol,chem_pot,CompetingPhases,Cd3PCl3,124.0000,-.40609702E+02,-.40609702E+02,1
pbesol,chem_pot,CompetingPhases,Cd4SeTe3,,,,0
pbesol,chem_pot,CompetingPhases,CdAs2,168.0000,-.46324554E+02,-.46324554E+02,1
pbesol,chem_pot,CompetingPhases,CdAs2O6,78.0000,-.54634358E+02,-.54634358E+02,1
pbesol,chem_pot,CompetingPhases,CdBiO3,270.0000,-.15836967E+03,-.15836967E+03,1
pbesol,chem_pot,CompetingPhases,CdCl2,78.0000,-.25275087E+02,-.25275087E+02,1
pbesol,chem_pot,CompetingPhases,CdCu2,,-.78465166E+02,-.78460427E+02,1
pbesol,chem_pot,CompetingPhases,CdCu2O4,232.0000,-.14266050E+03,-.14266050E+03,1
pbesol,chem_pot,CompetingPhases,CdCu2Se2,46.0000,-.18507810E+02,-.18507248E+02,1
pbesol,chem_pot,CompetingPhases,CdN2O6,464.0000,-.44001248E+03,-.44001248E+03,1
pbesol,chem_pot,CompetingPhases,CdNCl3,152.0000,-.62073802E+02,-.62073802E+02,1
pbesol,chem_pot,CompetingPhases,CdO,72.0000,-.34021536E+02,-.34021382E+02,1
pbesol,chem_pot,CompetingPhases,CdP2O6,464.0000,-.49724818E+03,-.49724818E+03,1
pbesol,chem_pot,CompetingPhases,CdSb2O6,58.0000,-.54415522E+02,-.54415522E+02,1
pbesol,chem_pot,CompetingPhases,CdSe0.25Te0.75,1944.0000,-.53592540E+03,-.53592540E+03,1
pbesol,chem_pot,CompetingPhases,CdSe0.50Te0.50,,,,0
pbesol,chem_pot,CompetingPhases,CdSe0.75Te0.25,,,,0
pbesol,chem_pot,CompetingPhases,CdSe2O5,216.0000,-.16898810E+03,-.16898810E+03,1
pbesol,chem_pot,CompetingPhases,CdTe,1944.0000,-.59199831E+03,-.59199831E+03,1
pbesol,chem_pot,CompetingPhases,Cl,56.0000,-.16126784E+02,-.16126784E+02,1
pbesol,chem_pot,CompetingPhases,Cu,44.0000,-.17236735E+02,-.17236118E+02,1
pbesol,chem_pot,CompetingPhases,Cu2O,56.0000,-.29970141E+02,-.29970141E+02,1
pbesol,chem_pot,CompetingPhases,CuCl2,50.0000,-.19523180E+02,-.19521561E+02,1
pbesol,chem_pot,CompetingPhases,CuClO,384.0000,-.20264334E+03,-.20264193E+03,1
pbesol,chem_pot,CompetingPhases,CuSe,204.0000,-.10079655E+03,-.10079164E+03,1
pbesol,chem_pot,CompetingPhases,CuSe2Cl,120.0000,-.60401663E+02,-.60401663E+02,1
pbesol,chem_pot,CompetingPhases,CuSeO4,164.0000,-.12978412E+03,-.12978161E+03,1
pbesol,chem_pot,CompetingPhases,CuTe,34.0000,-.15912979E+02,-.15912515E+02,1
pbesol,chem_pot,CompetingPhases,CuTe2Cl,120.0000,-.57363989E+02,-.57363989E+02,1
pbesol,chem_pot,CompetingPhases,CuTeO4,41.0000,-.33590329E+02,-.33589363E+02,1
pbesol,chem_pot,CompetingPhases,CuTeSe,92.0000,-.47558191E+02,-.47552785E+02,1
pbesol,chem_pot,CompetingPhases,CuTeSeCl,120.0000,-.59234242E+02,-.59234242E+02,1
pbesol,chem_pot,CompetingPhases,N,40.0000,-.68302167E+02,-.68302167E+02,1
pbesol,chem_pot,CompetingPhases,N2Cl,68.0000,-.76175018E+02,-.76175018E+02,1
pbesol,chem_pot,CompetingPhases,NClO,72.0000,-.62874554E+02,-.62874554E+02,1
pbesol,chem_pot,CompetingPhases,NO2,204.0000,-.23807207E+03,-.23807207E+03,1
pbesol,chem_pot,CompetingPhases,O,96.0000,-.83901860E+02,-.83901860E+02,1
pbesol,chem_pot,CompetingPhases,P,420.0000,-.48396472E+03,-.48396472E+03,1
pbesol,chem_pot,CompetingPhases,P2O5,160.0000,-.20642764E+03,-.20642764E+03,1
pbesol,chem_pot,CompetingPhases,P4SeO7,136.0000,-.16507932E+03,-.16507932E+03,1
pbesol,chem_pot,CompetingPhases,PCl3,104.0000,-.57896752E+02,-.57896752E+02,1
pbesol,chem_pot,CompetingPhases,PCl3O,128.0000,-.89462861E+02,-.89462861E+02,1
pbesol,chem_pot,CompetingPhases,POTCARs,,,,0
pbesol,chem_pot,CompetingPhases,PSe,176.0000,-.15528956E+03,-.15528956E+03,1
pbesol,chem_pot,CompetingPhases,PSeCl9,592.0000,-.26587291E+03,-.26587291E+03,1
pbesol,chem_pot,CompetingPhases,PTe,176.0000,-.14431447E+03,-.14431447E+03,1
pbesol,chem_pot,CompetingPhases,Sb,30.0000,-.27378248E+02,-.27377722E+02,1
pbesol,chem_pot,CompetingPhases,Sb2O3,112.0000,-.12631621E+03,-.12631621E+03,1
pbesol,chem_pot,CompetingPhases,Sb2Te2O9,608.0000,-.63354875E+03,-.63354875E+03,1
pbesol,chem_pot,CompetingPhases,SbCl3,104.0000,-.55755584E+02,-.55755584E+02,1
pbesol,chem_pot,CompetingPhases,SbClO,216.0000,-.18359944E+03,-.18359944E+03,1
pbesol,chem_pot,CompetingPhases,SbSeCl9,296.0000,-.12913510E+03,-.12913510E+03,1
pbesol,chem_pot,CompetingPhases,SbSeO5,164.0000,-.16142334E+03,-.16142297E+03,1
pbesol,chem_pot,CompetingPhases,Se,18.0000,-.11561873E+02,-.11561873E+02,1
pbesol,chem_pot,CompetingPhases,Se2NCl5,416.0000,-.21581021E+03,-.21581021E+03,1
pbesol,chem_pot,CompetingPhases,Se2O5,168.0000,-.15050844E+03,-.15050844E+03,1
pbesol,chem_pot,CompetingPhases,Se3N2O12,,-.38529655E+03,-.38529655E+03,1
pbesol,chem_pot,CompetingPhases,SeCl4,544.0000,-.21904138E+03,-.21904138E+03,1
pbesol,chem_pot,CompetingPhases,SeN,176.0000,-.17482762E+03,-.17482762E+03,1
pbesol,chem_pot,CompetingPhases,SeO2,144.0000,-.13169826E+03,-.13169826E+03,1
pbesol,chem_pot,CompetingPhases,Te,18.0000,-.10584023E+02,-.10584023E+02,1
pbesol,chem_pot,CompetingPhases,Te2NO7,236.0000,-.23551264E+03,-.23551225E+03,1
pbesol,chem_pot,CompetingPhases,Te2O5,84.0000,-.79980174E+02,-.79980174E+02,1
pbesol,chem_pot,CompetingPhases,Te2P3O12,594.0000,-.69407592E+03,-.69407273E+03,1
pbesol,chem_pot,CompetingPhases,Te3As2,192.0000,-.83619211E+02,-.83619210E+02,1
pbesol,chem_pot,CompetingPhases,Te3As2O11,228.0000,-.19280637E+03,-.19280637E+03,1
pbesol,chem_pot,CompetingPhases,Te3Cl2,128.0000,-.63932576E+02,-.63932576E+02,1
pbesol,chem_pot,CompetingPhases,TeCl4,544.0000,-.23259994E+03,-.23259994E+03,1
pbesol,chem_pot,CompetingPhases,TeN2,64.0000,-.68654080E+02,-.68653037E+02,1
pbesol,chem_pot,CompetingPhases,TeN2Cl6,232.0000,-.98125797E+02,-.98125797E+02,1
pbesol,chem_pot,CompetingPhases,TeO2,72.0000,-.68553184E+02,-.68553184E+02,1
pbesol,chem_pot,CompetingPhases,TeO3,96.0000,-.90670855E+02,-.90670855E+02,1
pbesol,chem_pot,CompetingPhases,TePCl9,592.0000,-.27434053E+03,-.27434053E+03,1
pbesol,chem_pot,CompetingPhases,TeSeN2O10,328.0000,-.31906043E+03,-.31906043E+03,1
pbesol,chem_pot,CompetingPhases,TeSeO4,144.0000,-.13508830E+03,-.13508830E+03,1
pbesol,chem_pot,CompetingPhases,structs,,,,0
pbesol,chem_pot,BULK,Bulk,,,,0
pbesol,chem_pot,chem_pot_results,Cd108Se12Te96,,,,0
pbesol,chem_pot,chem_pot_results,Cd108Se21Te87,,,,0
pbesol,chem_pot,chem_pot_results,Cd108Se27Te81,,,,0
pbesol,chem_pot,chem_pot_results,Cd108Se6Te102,,,,0
pbesol,chem_pot,chem_pot_results,CdSe,,,,0
pbesol,chem_pot,chem_pot_results,CdSe0.06Te0.94,,,,0
pbesol,chem_pot,chem_pot_results,CdSe0.12Te0.88,,,,0
pbesol,chem_pot,chem_pot_results,CdSe0.20Te0.80,,,,0
pbesol,chem_pot,chem_pot_results,CdSe0.25Te0.75,,,,0
pbesol,chem_pot,chem_pot_results,CdTe,,,,0
pbesol,script_and_data,chem_pot_results_entropy,T800K,,,,0
pbesol,script_and_data,defect_report,data,,,,0
pbesol,script_and_data,defect_report,figures,,,,0
pbesol,script_and_data,pyenv,bin,,,,0
pbesol,script_and_data,pyenv,include,,,,0
pbesol,script_and_data,pyenv,lib,,,,0
pbesol,script_and_data,pyenv,share,,,,0
hsesoc,CdSe0.06Te0.94,As_Se,Charged-1,1944,-.67762926E+03,-.67762961E+03,1
hsesoc,CdSe0.06Te0.94,As_Se,Neutral,1943.0000,-.75247088E+03,-.75247122E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+As_i,Charged+1,1947,,,0
hsesoc,CdSe0.06Te0.94,As_Se+As_i,Charged-1,1949,-.75384174E+03,-.75384207E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+As_i,Neutral,1948.0000,-.75692223E+03,-.75692310E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+Cl_Se,Charged+1,1943,,,0
hsesoc,CdSe0.06Te0.94,As_Se+Cl_Se,Charged-1,,,,0
hsesoc,CdSe0.06Te0.94,As_Se+Cl_Se,Neutral,1944.0000,-.75124176E+03,-.75124271E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+Cl_i,Charged+1,1949,-.75651767E+03,-.75651799E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+Cl_i,Charged-1,1951,-.75283733E+03,-.75283795E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+Cl_i,Neutral,1950.0000,-.75468076E+03,-.75468125E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+O_Se,Charged+1,1942,,,0
hsesoc,CdSe0.06Te0.94,As_Se+O_Se,Charged-1,1944,,,0
hsesoc,CdSe0.06Te0.94,As_Se+O_Se,Neutral,1943.0000,,,0
hsesoc,CdSe0.06Te0.94,As_Se+O_i,Charged+1,1948,,,0
hsesoc,CdSe0.06Te0.94,As_Se+O_i,Charged-1,1950,-.75644019E+03,-.75644060E+03,1
hsesoc,CdSe0.06Te0.94,As_Se+O_i,Neutral,1949.0000,,,0
hsesoc,CdSe0.06Te0.94,As_Te,Charged-1,1944,,,0
hsesoc,CdSe0.06Te0.94,As_Te,Neutral,1943.0000,-.75308882E+03,-.75308904E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+As_i,Charged+1,1947,,,0
hsesoc,CdSe0.06Te0.94,As_Te+As_i,Charged-1,1949,-.75496766E+03,-.75496785E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+As_i,Neutral,1948.0000,,,0
hsesoc,CdSe0.06Te0.94,As_Te+Cl_Te,Charged+1,1943,-.75446757E+03,-.75446784E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+Cl_Te,Charged-1,1945,-.74973663E+03,-.74973696E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+Cl_Te,Neutral,1944.0000,-.75271044E+03,-.75271129E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+Cl_i,Charged+1,1949,-.75892066E+03,-.75892095E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+Cl_i,Charged-1,1951,-.75310925E+03,-.75310958E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+Cl_i,Neutral,1950.0000,,,0
hsesoc,CdSe0.06Te0.94,As_Te+O_Te,Charged+1,1942,-.75768899E+03,-.75768940E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+O_Te,Charged-1,1944,-.75418797E+03,-.75418850E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+O_Te,Neutral,1943.0000,-.75595009E+03,-.75595028E+03,1
hsesoc,CdSe0.06Te0.94,As_Te+O_i,Charged+1,1948,,,0
hsesoc,CdSe0.06Te0.94,As_Te+O_i,Charged-1,1950,,,0
hsesoc,CdSe0.06Te0.94,As_Te+O_i,Neutral,1949.0000,-.76208564E+03,-.76208610E+03,1
hsesoc,CdSe0.06Te0.94,As_i,Charged+1,1948,,,0
hsesoc,CdSe0.06Te0.94,As_i,Charged-1,1950,,,0
hsesoc,CdSe0.06Te0.94,As_i,Neutral,1949.0000,-.75692430E+03,-.75692449E+03,1
hsesoc,CdSe0.06Te0.94,As_i+As_i,Charged+1,1953,-.76473750E+03,-.76473770E+03,1
hsesoc,CdSe0.06Te0.94,As_i+As_i,Neutral,1954.0000,,,0
hsesoc,CdSe0.06Te0.94,As_i+Se_i,Charged+1,1954,-.76418862E+03,-.76418937E+03,1
hsesoc,CdSe0.06Te0.94,As_i+Se_i,Charged-1,1956,,,0
hsesoc,CdSe0.06Te0.94,As_i+Se_i,Neutral,1955.0000,-.76106047E+03,-.76106079E+03,1
hsesoc,CdSe0.06Te0.94,As_i+Te_i,Charged+1,1954,,,0
hsesoc,CdSe0.06Te0.94,As_i+Te_i,Charged-1,1956,-.75727827E+03,-.75727867E+03,1
hsesoc,CdSe0.06Te0.94,As_i+Te_i,Neutral,1955.0000,-.76042498E+03,-.76042531E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd,Charged+1,1946,,,0
hsesoc,CdSe0.06Te0.94,Bi_Cd,Neutral,1947.0000,-.75569971E+03,-.75570003E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Charged+1,1955,-.75724457E+03,-.75724491E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Neutral,1956.0000,-.75499919E+03,-.75499953E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Charged+1,1955,,,0
hsesoc,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Neutral,1956.0000,-.75566998E+03,-.75567032E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Bi_i,Charged+1,1961,-.76130850E+03,-.76130881E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Bi_i,Neutral,1962.0000,,,0
hsesoc,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Charged+1,1947,-.75634860E+03,-.75634891E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Neutral,1948.0000,,,0
hsesoc,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Charged+1,1947,-.75692858E+03,-.75692888E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Neutral,1948.0000,-.75387006E+03,-.75387006E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Cl_i,Charged+1,1953,-.76094883E+03,-.76094963E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+Cl_i,Neutral,1954.0000,-.75909473E+03,-.75909558E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_Se,Charged+1,1946,-.76113667E+03,-.76113753E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_Se,Charged-1,1948,-.75518110E+03,-.75518110E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_Se,Neutral,1947.0000,,,0
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_Te,Charged+1,1946,-.76172204E+03,-.76172204E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_Te,Charged-1,1948,-.75588395E+03,-.75588435E+03,1
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_Te,Neutral,1947.0000,,,0
hsesoc,CdSe0.06Te0.94,Bi_Cd+O_i,Charged+1,1952,-.76446379E+03,-.76446426E+03,1
